cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
11,Guanajuato,0,Estatal,1002000005,Porcentaje de hombres de 15 a 29 años,2020,26.3221764765681,No especificada
11,Guanajuato,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,1995,30.5,No especificada
11,Guanajuato,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2000,29.4,No especificada
11,Guanajuato,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2005,28,No especificada
11,Guanajuato,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2010,27.6,No especificada
11,Guanajuato,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2015,13.7978573125917,No especificada
11,Guanajuato,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,25.5146808105202,No especificada
11,Guanajuato,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,6.6,No especificada
11,Guanajuato,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,7.2,No especificada
11,Guanajuato,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,8.1,No especificada
11,Guanajuato,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,8.7,No especificada
11,Guanajuato,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,9.5406015740192,No especificada
11,Guanajuato,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,11.0704586681961,No especificada
11,Guanajuato,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,6.4,No especificada
11,Guanajuato,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,7,No especificada
11,Guanajuato,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,7.9,No especificada
11,Guanajuato,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,8.4,No especificada
11,Guanajuato,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,4.41635232008872,No especificada
11,Guanajuato,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,10.5534020320701,No especificada
11,Guanajuato,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,6.8,No especificada
11,Guanajuato,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,7.3,No especificada
11,Guanajuato,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,8.3,No especificada
11,Guanajuato,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,8.9,No especificada
11,Guanajuato,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.12424925393048,No especificada
11,Guanajuato,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,11.559086181839,No especificada
11,Guanajuato,0,Estatal,1002000010,Edad mediana,1995,20,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2000,21,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2005,23,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2010,24,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2015,25.256016,Años
11,Guanajuato,0,Estatal,1002000010,Edad mediana,2020,28,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,1995,19,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2000,20,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2005,21,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2010,23,Años
11,Guanajuato,0,Estatal,1002000011,Edad mediana hombres,2020,27,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,1995,20,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2000,21,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2005,23,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2010,25,Años
11,Guanajuato,0,Estatal,1002000012,Edad mediana mujeres,2020,29,Años
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2000,4626162,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2005,4822994,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2010,5446540,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2015,5853677,Personas
11,Guanajuato,0,Estatal,1002000014,Población en hogares censales,2020,6144406,Personas
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2000,4571003,Personas
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2005,4750180,Personas
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2010,5344693,Personas
11,Guanajuato,0,Estatal,1002000015,Población en hogares familiares,2020,5949724,Personas
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2000,52983,Personas
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2005,70694,Personas
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2010,98954,Personas
11,Guanajuato,0,Estatal,1002000016,Población en hogares no familiares,2020,182849,Personas
11,Guanajuato,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2000,990119,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2005,1105564,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2010,1266772,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2015,1443035,Hogares censales
11,Guanajuato,0,Estatal,1002000018,Hogares censales,2020,1586531,Hogares censales
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2000,791437,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2005,851435,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2010,964206,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2015,1039266,Hogares
11,Guanajuato,0,Estatal,1002000019,Hogares con jefatura masculina,2020,1064107,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2000,198682,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2005,254129,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2010,302566,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2015,403769,Hogares
11,Guanajuato,0,Estatal,1002000020,Hogares con jefatura femenina,2020,522424,Hogares
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.67,Personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,4.36,Personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,4.3,Personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,4.1,Personas
11,Guanajuato,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.87285593537094,Personas
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.85,Personas
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.56,Personas
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,4.47,Personas
11,Guanajuato,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.99357677376429,Personas
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.95,Personas
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.71,Personas
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.76,Personas
11,Guanajuato,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.62696392202502,Personas
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1910,96.2,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1921,94.6,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1930,95.9,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1940,99.1,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1950,98,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1960,99.9,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1970,100.7,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1990,93.7,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,1995,94.34,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2000,91.92,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2005,90.82,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2010,92.71,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2015,93.362453,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000024,Relación hombres-mujeres,2020,94.5110519542782,Hombres por cada 100 mujeres
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,87.9235973635952,Porcentaje
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,91.29,Porcentaje
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,93.0380271785841,Porcentaje
11,Guanajuato,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,94.5326300514273,Porcentaje
11,Guanajuato,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,96.6,Tasa
11,Guanajuato,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.6362,Tasa
11,Guanajuato,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.93719930556,Tasa
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,1990,43512,Personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,1995,7470,Personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2000,48489,Personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2005,59538,Personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2010,31153,Personas
11,Guanajuato,0,Estatal,1002000055,Población de edad no especificada,2020,12049,Personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,20927,Personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,3447,Personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,24032,Personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,29806,Personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,15500,Personas
11,Guanajuato,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,6006,Personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,22585,Personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,4023,Personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,24457,Personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,29732,Personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,15653,Personas
11,Guanajuato,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,6043,Personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,1990,542798,Personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,1995,561702,Personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2000,564593,Personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2005,527480,Personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2010,547466,Personas
11,Guanajuato,0,Estatal,1002000058,Población de 0 a 4 años,2020,538846,Personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,274052,Personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,284585,Personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,286535,Personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,267399,Personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,277260,Personas
11,Guanajuato,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,272745,Personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,268746,Personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,277117,Personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,278058,Personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,260081,Personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,270206,Personas
11,Guanajuato,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,266101,Personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,1990,547837,Personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,1995,557242,Personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2000,560147,Personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2005,569357,Personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2010,580600,Personas
11,Guanajuato,0,Estatal,1002000061,Población de 10 a 14 años,2020,549301,Personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,274980,Personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,280314,Personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,282245,Personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,286789,Personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,293612,Personas
11,Guanajuato,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,278676,Personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,272857,Personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,276928,Personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,277902,Personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,282568,Personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,286988,Personas
11,Guanajuato,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,270625,Personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,1990,873,Personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,1995,551,Personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2000,878,Personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2005,754,Personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2010,766,Personas
11,Guanajuato,0,Estatal,1002000064,Población de 100 años y más,2020,683,Personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,280,Personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,174,Personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,341,Personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,269,Personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,276,Personas
11,Guanajuato,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,227,Personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,593,Personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,377,Personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,537,Personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,485,Personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,490,Personas
11,Guanajuato,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,456,Personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,1990,479117,Personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,1995,513332,Personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2000,501053,Personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2005,504643,Personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2010,570965,Personas
11,Guanajuato,0,Estatal,1002000067,Población de 15 a 19 años,2020,552092,Personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,229949,Personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,248784,Personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,238000,Personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,241953,Personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,281501,Personas
11,Guanajuato,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,277977,Personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,249168,Personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,264548,Personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,263053,Personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,262690,Personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,289464,Personas
11,Guanajuato,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,274115,Personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,1990,367907,Personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,1995,443945,Personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2000,435713,Personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2005,425409,Personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2010,493167,Personas
11,Guanajuato,0,Estatal,1002000070,Población de 20 a 24 años,2020,540587,Personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,166925,Personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,204358,Personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,195148,Personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,188993,Personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,230992,Personas
11,Guanajuato,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,267148,Personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,200982,Personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,239587,Personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,240565,Personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,236416,Personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,262175,Personas
11,Guanajuato,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,273439,Personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,1990,285440,Personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,1995,345170,Personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2000,371568,Personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2005,377109,Personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2010,425291,Personas
11,Guanajuato,0,Estatal,1002000073,Población de 25 a 29 años,2020,501868,Personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,130966,Personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,159824,Personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,167169,Personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,167451,Personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,196248,Personas
11,Guanajuato,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,242026,Personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,154474,Personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,185346,Personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,204399,Personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,209658,Personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,229043,Personas
11,Guanajuato,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,259842,Personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,1990,238296,Personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,1995,292316,Personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2000,322249,Personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2005,361384,Personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2010,407712,Personas
11,Guanajuato,0,Estatal,1002000076,Población de 30 a 34 años,2020,462332,Personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,111057,Personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,136510,Personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,147304,Personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,163437,Personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,187888,Personas
11,Guanajuato,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,218363,Personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,127239,Personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,155806,Personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,174945,Personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,197947,Personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,219824,Personas
11,Guanajuato,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,243969,Personas
11,Guanajuato,0,Estatal,1002000079,Población de 35 a 39 años,1990,201188,Personas
11,Guanajuato,0,Estatal,1002000079,Población de 35 a 39 años,1995,255552,Personas
11,Guanajuato,0,Estatal,1002000079,Población de 35 a 39 años,2000,280637,Personas
11,Guanajuato,0,Estatal,1002000079,Población de 35 a 39 años,2005,321689,Personas
11,Guanajuato,0,Estatal,1002000079,Población de 35 a 39 años,2010,387687,Personas
11,Guanajuato,0,Estatal,1002000079,Población de 35 a 39 años,2020,439045,Personas
11,Guanajuato,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,95220,Personas
